Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
31/12/9999,17,September,2013,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,68,60,128
31/12/9999,17,September,2013,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,11,10,21
31/12/9999,17,September,2015,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,63,56,119
31/12/9999,17,September,2015,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,16,14,30
28/09/2013,28,September,2013,86,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,14,27,41
28/09/2013,28,September,2013,86,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14
28/09/2015,28,September,2015,86,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,14,27,41
28/09/2015,28,September,2015,86,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,5,10,15
05/06/2014,5,June,2014,84,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,24,12,36
05/06/2014,5,June,2014,84,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,31,15,46
05/06/2016,5,June,2016,84,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,29,14,43
05/06/2016,5,June,2016,84,Seniors (64+),F,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,29,14,43
15/01/2014,15,January,2014,58,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,64,25,89
15/01/2014,15,January,2014,58,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,44,17,61
15/01/2016,15,January,2016,58,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,69,27,96
15/01/2016,15,January,2016,58,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,41,16,57
08/02/2014,8,February,2014,54,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,19,30,49
08/02/2014,8,February,2014,54,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10
08/02/2016,8,February,2016,54,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,20,32,52
08/02/2016,8,February,2016,54,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10
02/02/2014,2,February,2014,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,47,52,99
02/02/2014,2,February,2014,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,38,42,80
02/02/2016,2,February,2016,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,41,46,87
02/02/2016,2,February,2016,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,36,40,76
27/03/2014,27,March,2014,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,41,46,87
27/03/2014,27,March,2014,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,38,42,80
27/03/2016,27,March,2016,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,41,46,87
27/03/2016,27,March,2016,38,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,36,40,76
25/06/2014,25,June,2014,28,Young Adults (25-35),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,172,144,316
25/06/2014,25,June,2014,28,Young Adults (25-35),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Mountain Tire,30,9,25,323,270,593
25/06/2016,25,June,2016,28,Young Adults (25-35),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Mountain Tire,14,9,25,151,126,277
25/06/2016,25,June,2016,28,Young Adults (25-35),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Mountain Tire,31,9,25,333,279,612
22/07/2013,22,July,2013,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,295,275,570
22/07/2015,22,July,2015,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,27,11,30,319,297,616
10/08/2013,10,August,2013,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,24,22,46
10/08/2013,10,August,2013,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,153,143,296
10/08/2015,10,August,2015,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,12,11,23
10/08/2015,10,August,2015,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,118,110,228
15/09/2013,15,September,2013,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,142,132,274
15/09/2013,15,September,2013,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30,330,308,638
15/09/2015,15,September,2015,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,118,110,228
15/09/2015,15,September,2015,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,295,275,570
28/01/2014,28,January,2014,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30,177,165,342
28/01/2014,28,January,2014,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,5,11,30,59,55,114
28/01/2016,28,January,2016,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,153,143,296
28/01/2016,28,January,2016,45,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,ML Mountain Tire,3,11,30,35,33,68
09/01/2014,9,January,2014,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,40,44,84
09/01/2014,9,January,2014,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,45,50,95
09/01/2016,9,January,2016,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,34,38,72
09/01/2016,9,January,2016,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,49,54,103
26/01/2014,26,January,2014,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,49,54,103
26/01/2016,26,January,2016,44,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,45,50,95
16/05/2014,16,May,2014,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Tires and Tubes,HL Mountain Tire,7,13,35,110,91,201
16/05/2016,16,May,2016,29,Young Adults (25-35),F,United States,South Carolina,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,63,52,115
30/08/2013,30,August,2013,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4
30/08/2013,30,August,2013,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,27,30,57
30/08/2013,30,August,2013,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,31,34,65
30/08/2015,30,August,2015,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4
30/08/2015,30,August,2015,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,22,24,46
30/08/2015,30,August,2015,24,Youth (<25),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,34,38,72
18/08/2013,18,August,2013,44,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,HL Mountain Tire,7,13,35,125,91,216
18/08/2013,18,August,2013,44,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,HL Mountain Tire,20,13,35,356,260,616
18/08/2015,18,August,2015,44,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,HL Mountain Tire,8,13,35,142,104,246
18/08/2015,18,August,2015,44,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,338,247,585
28/05/2014,28,May,2014,27,Young Adults (25-35),M,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,10,5,15
28/05/2016,28,May,2016,27,Young Adults (25-35),M,France,Yveline,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,10,5,15
14/01/2014,14,January,2014,39,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,47,52,99
14/01/2014,14,January,2014,39,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,32,36,68
14/01/2016,14,January,2016,39,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,49,54,103
14/01/2016,14,January,2016,39,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,36,40,76
22/07/2014,22,July,2014,59,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,7,11,18
22/07/2016,22,July,2016,59,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,8,12,20
04/12/2013,4,December,2013,54,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,9,17,26
04/12/2015,4,December,2015,54,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,10,19,29
27/12/2013,27,December,2013,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,9,9,25,119,81,200
27/12/2013,27,December,2013,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,6,9,25,80,54,134
27/12/2013,27,December,2013,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,18,9,25,239,162,401
27/12/2015,27,December,2015,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,11,9,25,146,99,245
27/12/2015,27,December,2015,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,6,9,25,80,54,134
27/12/2015,27,December,2015,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,15,9,25,199,135,334
10/01/2014,10,January,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,8,9,25,106,72,178
10/01/2016,10,January,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,5,9,25,66,45,111
19/06/2014,19,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,3,9,25,40,27,67
19/06/2014,19,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,24,9,25,318,216,534
19/06/2016,19,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,3,9,25,40,27,67
19/06/2016,19,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,22,9,25,292,198,490
25/06/2014,25,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,25,9,25,331,225,556
25/06/2014,25,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,4,9,25,53,36,89
25/06/2014,25,June,2014,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,15,9,25,199,135,334
25/06/2016,25,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,26,9,25,345,234,579
25/06/2016,25,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,5,9,25,66,45,111
25/06/2016,25,June,2016,28,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,212,144,356
18/01/2014,18,January,2014,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,30,9,25,300,270,570
18/01/2014,18,January,2014,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,19,9,25,190,171,361
18/01/2014,18,January,2014,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,23,9,25,230,207,437
18/01/2016,18,January,2016,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,31,9,25,310,279,589
18/01/2016,18,January,2016,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,18,9,25,180,162,342
18/01/2016,18,January,2016,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,22,9,25,220,198,418
02/07/2014,2,July,2014,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,27,9,25,270,243,513
02/07/2014,2,July,2014,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,1,9,25,10,9,19
02/07/2016,2,July,2016,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,25,9,25,250,225,475
02/07/2016,2,July,2016,32,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,1,9,25,10,9,19
04/05/2014,4,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,10,17,27
04/05/2014,4,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,14,24,38
04/05/2016,4,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,10,17,27
04/05/2016,4,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,13,22,35
26/05/2014,26,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,15,26,41
26/05/2014,26,May,2014,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,13,22,35
26/05/2016,26,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,16,28,44
26/05/2016,26,May,2016,32,Young Adults (25-35),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30
06/01/2014,6,January,2014,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,49,40,89
06/01/2014,6,January,2014,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
06/01/2014,6,January,2014,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,54,44,98
06/01/2016,6,January,2016,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,49,40,89
06/01/2016,6,January,2016,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
06/01/2016,6,January,2016,34,Young Adults (25-35),M,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,49,40,89
31/12/9999,31,January,2014,22,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,123,90,213
31/12/9999,31,January,2014,22,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,LL Mountain Tire,24,9,25,294,216,510
31/12/9999,31,January,2016,22,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,123,90,213
31/12/9999,31,January,2016,22,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,LL Mountain Tire,24,9,25,294,216,510
20/08/2013,20,August,2013,24,Youth (<25),M,France,Garonne (Haute),Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,76,56,132
20/08/2013,20,August,2013,24,Youth (<25),M,France,Garonne (Haute),Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,65,48,113
20/08/2015,20,August,2015,24,Youth (<25),M,France,Garonne (Haute),Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,68,50,118
20/08/2015,20,August,2015,24,Youth (<25),M,France,Garonne (Haute),Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,65,48,113
31/12/2013,31,December,2013,17,Youth (<25),F,Germany,Brandenburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26
31/12/2015,31,December,2015,17,Youth (<25),F,Germany,Brandenburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26
10/05/2014,10,May,2014,36,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,35,14,49
10/05/2014,10,May,2014,36,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,38,15,53
10/05/2016,10,May,2016,36,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,30,12,42
10/05/2016,10,May,2016,36,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,43,17,60
27/02/2014,27,February,2014,62,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,20,26,46
27/02/2014,27,February,2014,62,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,16,20,36
27/02/2016,27,February,2016,62,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,21,27,48
27/02/2016,27,February,2016,62,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,15,19,34
2014-02-30,30,February,2014,36,Adults (35-64),M,France,Somme,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,50,48,98
28/02/2016,28,February,2016,36,Adults (35-64),M,France,Somme,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,44,42,86
27/12/2013,27,December,2013,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,50,48,98
27/12/2013,27,December,2013,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,11,10,21
27/12/2015,27,December,2015,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,55,52,107
27/12/2015,27,December,2015,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,15,14,29
17/02/2014,17,February,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,63,60,123
17/02/2014,17,February,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4
17/02/2016,17,February,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,61,58,119
17/02/2016,17,February,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,6,6,12
07/07/2014,7,July,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,13,12,25
07/07/2014,7,July,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,11,10,21
07/07/2014,7,July,2014,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,55,52,107
07/07/2016,7,July,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,11,10,21
07/07/2016,7,July,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,15,14,29
07/07/2016,7,July,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,50,48,98
05/02/2014,5,February,2014,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,15,17,32
05/02/2014,5,February,2014,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,20,23,43
05/02/2014,5,February,2014,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,9,10,19
05/02/2016,5,February,2016,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,14,16,30
05/02/2016,5,February,2016,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,22,25,47
05/02/2016,5,February,2016,39,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,9,10,19
21/11/2013,21,November,2013,27,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,52,58,110
21/11/2013,21,November,2013,27,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,14,16,30
21/11/2015,21,November,2015,27,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,31,2,5,56,62,118
21/11/2015,21,November,2015,27,Young Adults (25-35),F,France,Yveline,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,13,14,27
09/03/2014,9,March,2014,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,33,13,46
09/03/2014,9,March,2014,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,66,26,92
09/03/2014,9,March,2014,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,18,7,25
09/03/2016,9,March,2016,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,35,14,49
09/03/2016,9,March,2016,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,60,24,84
09/03/2016,9,March,2016,27,Young Adults (25-35),M,France,Moselle,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,20,8,28
15/08/2013,15,August,2013,37,Adults (35-64),F,United States,North Carolina,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,40,34,74
15/08/2015,15,August,2015,37,Adults (35-64),F,United States,North Carolina,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,38,32,70
11/03/2014,11,March,2014,41,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,HL Mountain Tire,21,13,35,330,273,603
11/03/2016,11,March,2016,41,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,298,247,545
25/11/2013,25,November,2013,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,30,13,35,440,390,830
25/11/2013,25,November,2013,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,8,13,35,117,104,221
25/11/2015,25,November,2015,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,27,13,35,396,351,747
25/11/2015,25,November,2015,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,73,65,138
02/04/2014,2,April,2014,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,29,26,55
02/04/2014,2,April,2014,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,161,143,304
02/04/2016,2,April,2016,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35,15,13,28
02/04/2016,2,April,2016,44,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,161,143,304
03/08/2013,3,August,2013,48,Adults (35-64),F,France,Val de Marne,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,49,50,99
03/08/2013,3,August,2013,48,Adults (35-64),F,France,Val de Marne,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,12,12,24
03/08/2015,3,August,2015,48,Adults (35-64),F,France,Val de Marne,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,53,54,107
03/08/2015,3,August,2015,48,Adults (35-64),F,France,Val de Marne,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,14,14,28
29/12/2013,29,December,2013,17,Youth (<25),F,United States,Illinois,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,13,15,28
29/12/2013,29,December,2013,17,Youth (<25),F,United States,Illinois,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
29/12/2015,29,December,2015,17,Youth (<25),F,United States,Illinois,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,12,14,26
29/12/2015,29,December,2015,17,Youth (<25),F,United States,Illinois,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
11/02/2014,11,February,2014,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,12,9,25,156,108,264
11/02/2014,11,February,2014,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,18,9,25,234,162,396
11/02/2014,11,February,2014,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,26,9,25,338,234,572
11/02/2016,11,February,2016,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,12,9,25,156,108,264
11/02/2016,11,February,2016,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,17,9,25,221,153,374
11/02/2016,11,February,2016,25,Young Adults (25-35),F,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,28,9,25,364,252,616
04/12/2013,4,December,2013,26,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
04/12/2013,4,December,2013,26,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,16,18,34
04/12/2015,4,December,2015,26,Young Adults (25-35),F,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
